latitude,longitude,time,borehole,depth,frozen,cryostructures,visible_ice,ASTM_2488,materials,organic_cover,top_of_interval,bottom_of_interval
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,0.05,0,,None,PEAT,Organics,0.2,0,0.1
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,0.15,1,Vx,Low,PEAT,Organics,0.2,0.1,0.2
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,1,1,Vx,Low,,Sand,0.2,0.2,1.8
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,2.55,1,,Medium to high,,Sand,0.2,1.8,3.3
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,3.8,1,,Pure ice,ICE,Ice,0.2,3.3,4.3
69.26297,-132.91882,2013-04-21T00:00:00Z,W14103137-AH117.8S,4.9,1,,Medium to high,,Clay,0.2,4.3,5.5
68.57454,-133.73672,2013-03-29T00:00:00Z,W14103137-AH18.15C,0.1,0,,None,PEAT,Organics,0.2,0,0.2
68.57454,-133.73672,2013-03-29T00:00:00Z,W14103137-AH18.15C,0.5,0,,None,,Gravel,0.2,0.2,0.8
68.57454,-133.73672,2013-03-29T00:00:00Z,W14103137-AH18.15C,3,1,,Pure ice,ICE,Ice,0.2,0.8,5.2
68.57454,-133.73672,2013-03-29T00:00:00Z,W14103137-AH18.15C,7.15,1,Vx,Medium to high,,Clay,0.2,5.2,9.1
68.57454,-133.73672,2013-03-29T00:00:00Z,W14103137-AH18.15C,9.5,1,,Medium to high,,Clay,0.2,9.1,9.9
68.57462,-133.7363,2013-03-30T00:00:00Z,W14103137-AH18.15N,0.1,0,,None,ORGANICS,Organics,0.2,0,0.2
68.57462,-133.7363,2013-03-30T00:00:00Z,W14103137-AH18.15N,1.85,1,Vx,Medium to high,,Clay,0.2,0.2,3.5
68.57462,-133.7363,2013-03-30T00:00:00Z,W14103137-AH18.15N,4.2,1,Nbe,Low,,Sand,0.2,3.5,4.9
68.57462,-133.7363,2013-03-30T00:00:00Z,W14103137-AH18.15N,5.05,1,Nbe,Low,,Clay,0.2,4.9,5.2
68.5744,-133.73705,2013-03-30T00:00:00Z,W14103137-AH18.15S,0.6,1,,High,,Clay,0,0,1.2
68.5744,-133.73705,2013-03-30T00:00:00Z,W14103137-AH18.15S,3.35,1,,Medium to high,,Clay,0,1.2,5.5
68.5744,-133.73705,2013-03-30T00:00:00Z,W14103137-AH18.15S,5.65,1,Vx,Medium to high,,Clay,0,5.5,5.8
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,0.125,1,Vx,Low,PEAT,Organics,1.5,0,0.25
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,0.725,1,Vx,Medium to high,PEAT,Organics,1.5,0.25,1.2
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,1.35,1,Vx/Vc,Medium to high,PEAT,Organics,1.5,1.2,1.5
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,1.7,1,,Pure ice,ICE,Ice,1.5,1.5,1.9
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,2.1,1,Vx,Low,,Sand,1.5,1.9,2.3
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,2.9,1,,High,,Silt,1.5,2.3,3.5
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,4.2,1,,Medium to high,,Silt,1.5,3.5,4.9
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,5.7,1,,Pure ice,ICE,Ice,1.5,4.9,6.5
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,6.525,1,Vx,Medium to high,,Silt,1.5,6.5,6.55
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,6.775,1,,Pure ice,ICE,Ice,1.5,6.55,7
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,7.4,1,Vs,Medium to high,,Silt,1.5,7,7.8
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,8.45,1,Vx,Medium to high,,Silt,1.5,7.8,9.1
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,9.6,1,Vr,Medium to high,,Silt,1.5,9.1,10.1
68.81548,-133.55103,2013-04-16T00:00:00Z,W14103137-AH48.9C,10.15,1,,Pure ice,ICE,Ice,1.5,10.1,10.2
68.81566,-133.55132,2013-04-16T00:00:00Z,W14103137-AH48.9N,0.3,1,,No visible ice,ORGANICS,Organics,0.6,0,0.6
68.81566,-133.55132,2013-04-16T00:00:00Z,W14103137-AH48.9N,2.1,1,,Pure ice,,Ice,0.6,0.6,3.6
68.81566,-133.55132,2013-04-16T00:00:00Z,W14103137-AH48.9N,4.85,1,,Medium to high,,Clay,0.6,3.6,6.1
68.81531,-133.5507,2013-04-16T00:00:00Z,W14103137-AH48.9S,0.3,1,,No visible ice,ORGANICS,Organics,1.5,0,0.6
68.81531,-133.5507,2013-04-16T00:00:00Z,W14103137-AH48.9S,1.05,1,,Medium to high,ORGANICS,Organics,1.5,0.6,1.5
68.81531,-133.5507,2013-04-16T00:00:00Z,W14103137-AH48.9S,3.8,1,,Medium to high,,Clay,1.5,1.5,6.1
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,0.15,0,,None,ORGANICS,Organics,2.4,0,0.3
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,0.6,1,Vx,Medium to high,ORGANICS,Organics,2.4,0.3,0.9
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,1.05,1,Vx,Low,ORGANICS,Organics,2.4,0.9,1.2
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,1.65,1,Vx/Vr,Medium to high,ORGANICS,Organics,2.4,1.2,2.1
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,2.25,1,,Medium to high,ORGANICS,Organics,2.4,2.1,2.4
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,2.525,1,Vx/Vr,Low,,Sand,2.4,2.4,2.65
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,3,1,Vx/Vr,Medium to high,,Sand,2.4,2.65,3.35
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,4.425,1,Vx,Low,,Sand,2.4,3.35,5.5
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,6,1,Vx/Vr,Medium to high,,Sand,2.4,5.5,6.5
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,7.25,1,Vx/Vr,Low,,Sand,2.4,6.5,8
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,8.275,1,Nbn,No visible ice,,Sand,2.4,8,8.55
69.07259,-133.11877,2013-04-19T00:00:00Z,W14103137-AH90.3C,9.425,1,Nbe,Low,,Sand,2.4,8.55,10.3
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,0.15,0,,None,ORGANICS,Organics,2.3,0,0.3
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,0.45,1,,Medium to high,ORGANICS,Organics,2.3,0.3,0.6
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,1.2,1,,Low,ORGANICS,Organics,2.3,0.6,1.8
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,2.05,1,,Medium to high,ORGANICS,Organics,2.3,1.8,2.3
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,2.55,1,,Low,,Silt,2.3,2.3,2.8
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,3.3,1,Nbn,No visible ice,,Silt,2.3,2.8,3.8
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,4.05,1,Nbn/Nbe,Low,,Sand,2.3,3.8,4.3
69.07264,-133.11852,2013-04-19T00:00:00Z,W14103137-AH90.3N,5.05,1,,Low,,Silt,2.3,4.3,5.8
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,0.15,0,,None,ORGANICS,Organics,2.1,0,0.3
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,1.2,1,,Medium to high,ORGANICS,Organics,2.1,0.3,2.1
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,2.3,1,,Pure ice,ICE,Ice,2.1,2.1,2.5
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,2.85,1,,Medium to high,,Sand,2.1,2.5,3.2
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,3.95,1,,Low,,Sand,2.1,3.2,4.7
69.0726,-133.11925,2013-04-19T00:00:00Z,W14103137-AH90.3S,5.25,1,,Medium to high,,Sand,2.1,4.7,5.8
68.60416,-133.69273,2013-03-31T00:00:00Z,W14103137-CR15N,0.6,1,Vx,Medium to high,PEAT,Organics,1.2,0,1.2
68.60416,-133.69273,2013-03-31T00:00:00Z,W14103137-CR15N,3.65,1,Vx/Vs,Medium to high,,Clay,1.2,1.2,6.1
68.60416,-133.69273,2013-03-31T00:00:00Z,W14103137-CR15N,9.75,1,Vr,Medium to high,,Clay,1.2,6.1,13.4
68.60416,-133.69273,2013-03-31T00:00:00Z,W14103137-CR15N,14.25,1,,Medium to high,,Clay,1.2,13.4,15.1
68.60416,-133.69273,2013-03-31T00:00:00Z,W14103137-CR15N,18.05,1,Vr,Medium to high,,Clay,1.2,15.1,21
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,0.6,1,Vs,Medium to high,PEAT,Organics,2,0,1.2
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,1.6,1,Vr,Medium to high,PEAT,Organics,2,1.2,2
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,3.15,1,Vx,Medium to high,,Clay,2,2,4.3
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,4.5,1,Vx,Low,,Till,2,4.3,4.7
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,6.75,1,Vx,Medium to high,,Till,2,4.7,8.8
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,11.7,1,Vx/Vr,Medium to high,,Till,2,8.8,14.6
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,14.85,1,Vx,Low,,Till,2,14.6,15.1
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,17.65,1,Vs,Low,,Till,2,15.1,20.2
68.60403,-133.69278,2013-03-30T00:00:00Z,W14103137-CR15S,20.6,1,,Low,,Till,2,20.2,21
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,0.05,0,,None,ORGANICS,Organics,2.2,0,0.1
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,0.5,1,Vr,Medium to high,ORGANICS,Organics,2.2,0.1,0.9
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,1.05,1,,High,PEAT,Organics,2.2,0.9,1.2
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,1.7,1,Vx,Medium to high,PEAT,Organics,2.2,1.2,2.2
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,2.5,1,Vx/Vr/Vs,Medium to high,,Till,2.2,2.2,2.8
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,3.6,1,Vx,Low,,Till,2.2,2.8,4.4
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,5.85,1,Vr,Medium to high,,Clay,2.2,4.4,7.3
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,7.45,1,,Medium to high,,Clay,2.2,7.3,7.6
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,9.6,1,Vr,Medium to high,,Clay,2.2,7.6,11.6
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,11.75,1,,High,,Clay,2.2,11.6,11.9
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,12.4,1,Vs/Vr,Medium to high,,Clay,2.2,11.9,12.9
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,13.45,1,,Pure ice,,Ice,2.2,12.9,14
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,14.35,1,,Medium to high,,Clay,2.2,14,14.7
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,15.4,1,Nbe,Low,,Clay,2.2,14.7,16.1
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,16.15,1,Vx,Medium to high,,Clay,2.2,16.1,16.2
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,17.25,1,,Low,,Clay,2.2,16.2,18.3
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,18.75,1,,Medium to high,,Clay,2.2,18.3,19.2
68.61577,-133.68765,2013-04-03T00:00:00Z,W14103137-CR17aN,19.8,1,,Low,,Clay,2.2,19.2,20.4
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,0.05,0,,None,ORGANICS,Organics,2.4,0,0.1
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,0.65,1,Vx/Vs,Medium to high,ORGANICS,Organics,2.4,0.1,1.2
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,1.8,1,Vx/Vr,Medium to high,ORGANICS,Organics,2.4,1.2,2.4
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,2.75,1,Vx,Medium to high,,Silt,2.4,2.4,3.1
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,4,1,Vx,Medium to high,,Till,2.4,3.1,4.9
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,5.8,1,Vx,Low,,Till,2.4,4.9,6.7
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,8.55,1,Vx,Medium to high,,Till,2.4,6.7,10.4
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,11.3,1,Vr,Medium to high,,Till,2.4,10.4,12.2
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,13.6,1,Vx,Low,,Till,2.4,12.2,15
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,15.35,1,,Medium to high,,Clay,2.4,15,15.7
68.61559,-133.68794,2013-04-01T00:00:00Z,W14103137-CR17aS,18.35,1,Vx,Low,,Clay,2.4,15.7,21
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,0.9,1,,Low,PEAT,Organics,1.8,0,1.8
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,2.2,1,,High,,Silt,1.8,1.8,2.6
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,2.75,1,,Pure ice,ICE,Ice,1.8,2.6,2.9
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,3.3,1,Vx,Medium to high,,Clay,1.8,2.9,3.7
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,4,1,Nbn,No visible ice,,Clay,1.8,3.7,4.3
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,5.05,1,,Medium to high,,Clay,1.8,4.3,5.8
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,6.025,1,Vx,Low,,Clay,1.8,5.8,6.25
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,7.375,1,,High,,Clay,1.8,6.25,8.5
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,8.65,1,Vx,Low,,Clay,1.8,8.5,8.8
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,9.45,1,,Medium to high,,Clay,1.8,8.8,10.1
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,11.15,1,Vs,Low,,Clay,1.8,10.1,12.2
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,13.15,1,,Medium to high,,Clay,1.8,12.2,14.1
68.63245,-133.65169,2013-04-15T00:00:00Z,W14103137-CR18N,14.15,1,,Pure ice,,Ice,1.8,14.1,14.2
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,0.9,1,,High,PEAT,Organics,1.8,0,1.8
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,2.45,1,Nbe,Low,,Clay,1.8,1.8,3.1
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,3.25,1,,High,,Clay,1.8,3.1,3.4
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,4.5,1,Vx,Medium to high,,Clay,1.8,3.4,5.6
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,5.85,1,Vx,Low,,Clay,1.8,5.6,6.1
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,6.65,1,Vs,Low,,Clay,1.8,6.1,7.2
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,7.3,1,Nbe,Low,,Clay,1.8,7.2,7.4
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,9.1,1,,Medium to high,,Clay,1.8,7.4,10.8
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,11.35,1,Vx/Vs,Medium to high,,Clay,1.8,10.8,11.9
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,13.4,1,Vx,Low,,Till,1.8,11.9,14.9
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,15.05,1,,Medium to high,,Till,1.8,14.9,15.2
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,16,1,Vs/Vr,Low,,Till,1.8,15.2,16.8
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,16.85,1,,Medium to high,,Till,1.8,16.8,16.9
68.6323,-133.65213,2013-04-15T00:00:00Z,W14103137-CR18S,18.65,1,,Low,,Till,1.8,16.9,20.4
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,0.3,0,,None,,Silt,0,0,0.6
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,0.7,0,,None,,Organics,0,0.6,0.8
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,1.05,1,Vs,Low,,Organics,0,0.8,1.3
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,1.4,1,Vx,Low,,Organics,0,1.3,1.5
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,1.8,1,,High,,Clay,0,1.5,2.1
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,3.65,1,Vx/Vr,Medium to high,,Clay,0,2.1,5.2
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,5.55,1,Vx,Low,,Clay,0,5.2,5.9
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,6,1,Vx,Medium to high,,Clay,0,5.9,6.1
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,6.2,1,Vs,Low,,Clay,0,6.1,6.3
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,6.55,1,Vr,Medium to high,,Rock,0,6.3,6.8
68.63923,-133.60542,2013-04-08T00:00:00Z,W14103137-CR21N,13,1,Nbn,No visible ice,,Rock,0,6.8,19.2
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,0.5,1,,High,PEAT,Organics,3,0,1
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,1.1,1,Vx,Medium to high,PEAT,Organics,3,1,1.2
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,2.1,1,,High,PEAT,Organics,3,1.2,3
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,3.25,1,Vx/Vr,Low,,Till,3,3,3.5
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,3.6,1,,Medium to high,,Till,3,3.5,3.7
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,4.7,1,Vx/Vs/Vr,Medium to high,,Till,3,3.7,5.7
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,5.85,1,,Pure ice,,Ice,3,5.7,6
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,8.2,1,Vs,Low,,Till,3,6,10.4
68.63912,-133.60622,2013-04-06T00:00:00Z,W14103137-CR21S,15.55,1,,None,,Rock,3,10.4,20.7
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,0.3,0,,None,ORGANICS,Organics,0.6,0,0.6
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,0.7,1,Vx,Low,,Sand,0.6,0.6,0.8
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,1.15,1,Nbe,Low,,Sand,0.6,0.8,1.5
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,1.6,1,Nbn,Low,,Till,0.6,1.5,1.7
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,4.2,1,Vx/Vs,Low,,Sand,0.6,1.7,6.7
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,6.95,1,Vx,Medium to high,,Sand,0.6,6.7,7.2
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,10,1,Vx,Low,,Sand,0.6,7.2,12.8
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,14.3,1,Nbn/Nbe,Low,,Silt,0.6,12.8,15.8
68.7407,-133.53622,2013-04-16T00:00:00Z,W14103137-CR23aN,18.4,1,Nbn,No visible ice,,Sand,0.6,15.8,21
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,0.2,1,Vx,Medium to high,PEAT,Organics,0.4,0,0.4
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,0.5,1,Vc,Medium to high,,Clay,0.4,0.4,0.6
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,0.825,1,Vc,Low,,Sand,0.4,0.6,1.05
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,1.275,1,Vc,Low,,Clay,0.4,1.05,1.5
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,1.7,1,Vs,Medium to high,,Clay,0.4,1.5,1.9
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,1.95,1,Vr,Low,,Clay,0.4,1.9,2
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,2.2,1,Nbn,No visible ice,,Clay,0.4,2,2.4
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,2.75,1,Vs,Medium to high,,Clay,0.4,2.4,3.1
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,3.55,1,Vs,Low,,Clay,0.4,3.1,4
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,4.1,1,Vx/Vr,Medium to high,,Clay,0.4,4,4.2
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,4.25,1,Vx/Vr,Medium to high,,Sand,0.4,4.2,4.3
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,5.95,1,Nbn,No visible ice,,Sand,0.4,4.3,7.6
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,7.9,1,Vr,Low,,Sand,0.4,7.6,8.2
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,10.1,1,Nbn,No visible ice,,Sand,0.4,8.2,12
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,12.275,1,Vr,Low,,Sand,0.4,12,12.55
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,12.625,1,,Pure ice,ICE,Ice,0.4,12.55,12.7
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,13.975,1,Nbn,No visible ice,,Sand,0.4,12.7,15.25
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,16.775,1,Vr,Low,,Sand,0.4,15.25,18.3
68.7404,-133.53635,2013-04-15T00:00:00Z,W14103137-CR23aS,19.8,1,Vx,Low,,Sand,0.4,18.3,21.3
68.86829,-133.54073,2013-04-17T00:00:00Z,W14103137-CR30a1,0.675,1,Nbn,No visible ice,,Sand,0,0,1.35
68.86829,-133.54073,2013-04-17T00:00:00Z,W14103137-CR30a1,1.45,1,,Pure ice,ICE,Ice,0,1.35,1.55
68.86829,-133.54073,2013-04-17T00:00:00Z,W14103137-CR30a1,3.375,1,Nbn,No visible ice,,Till,0,1.55,5.2
68.86829,-133.54073,2013-04-17T00:00:00Z,W14103137-CR30a1,5.55,1,Nbn,No visible ice,,Sand,0,5.2,5.9
68.86829,-133.54073,2013-04-17T00:00:00Z,W14103137-CR30a1,13.45,1,Nbe,Low,,Sand,0,5.9,21
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,0.15,0,,None,,Silt,0,0,0.3
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,0.6,1,Nbn,No visible ice,,Silt,0,0.3,0.9
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,2.05,1,Nbn,No visible ice,,Till,0,0.9,3.2
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,3.75,1,Nbn,No visible ice,,Silt,0,3.2,4.3
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,4.35,1,Nbn,No visible ice,,Sand,0,4.3,4.4
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,5.55,1,,Low,,Sand,0,4.4,6.7
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,9.7,1,Vx,Low,,Sand,0,6.7,12.7
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,13.05,1,Vr/Nbn,Medium to high,,Sand,0,12.7,13.4
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,13.55,1,Vr/Nbn,Medium to high,,Silt,0,13.4,13.7
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,14.3,1,Nbn,No visible ice,,Silt,0,13.7,14.9
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,15.05,1,,No visible ice,,Sand,0,14.9,15.2
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,15.65,1,Vc,Low,,Sand,0,15.2,16.1
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,18.1,1,Vx,Low,,Sand,0,16.1,20.1
68.8683,-133.5403,2013-04-17T00:00:00Z,W14103137-CR30a2,20.4,1,Vx,Medium to high,,Sand,0,20.1,20.7
68.8683,-133.53946,2013-04-16T00:00:00Z,W14103137-CR30a3,0.05,0,,None,TOPSOIL,Organics,0.1,0,0.1
68.8683,-133.53946,2013-04-16T00:00:00Z,W14103137-CR30a3,0.15,1,Vx,Low,,Silt,0.1,0.1,0.2
68.8683,-133.53946,2013-04-16T00:00:00Z,W14103137-CR30a3,0.4,1,Vx,Low,PEAT,Organics,0.1,0.2,0.6
